api,threads,time,benchmarkNumber
serial,1,0.000000
openmp,1,0.079374
threads,1,0.075509
serial,1,0.000000
openmp,1,0.068498
threads,1,0.100437
serial,1,0.000000
openmp,1,0.068304
threads,1,0.069837
serial,1,0.000000
openmp,1,0.068469
threads,1,0.090027
serial,1,0.000000
openmp,1,0.068469
threads,1,0.093164
serial,1,0.000000
openmp,1,0.068495
threads,1,0.069455
serial,1,0.000000
openmp,2,0.036190
threads,2,0.042071
serial,1,0.000000
openmp,2,0.035805
threads,2,0.038372
serial,1,0.000000
openmp,2,0.036081
threads,2,0.039881
serial,1,0.000001
openmp,2,0.035896
threads,2,0.037008
serial,1,0.000000
openmp,2,0.034927
threads,2,0.039291
serial,1,0.000000
openmp,2,0.035348
threads,2,0.039795
serial,1,0.000000
openmp,4,0.018942
threads,4,0.027854
serial,1,0.000000
openmp,4,0.018854
threads,4,0.027146
serial,1,0.000000
openmp,4,0.020462
threads,4,0.024440
serial,1,0.000000
openmp,4,0.019817
threads,4,0.037743
serial,1,0.000000
openmp,4,0.019750
threads,4,0.041522
serial,1,0.000000
openmp,4,0.030523
threads,4,0.036845
serial,1,0.000000
openmp,8,0.020281
threads,8,0.024398
serial,1,0.000000
openmp,8,0.024239
threads,8,0.024617
serial,1,0.000000
openmp,8,0.024299
threads,8,0.026730
serial,1,0.000000
openmp,8,0.023479
threads,8,0.026552
serial,1,0.000000
openmp,8,0.024674
threads,8,0.026109
serial,1,0.000000
openmp,8,0.026690
threads,8,0.024479
serial,1,0.000000
openmp,16,0.016426
threads,16,0.016292
serial,1,0.000000
openmp,16,0.015031
threads,16,0.016994
serial,1,0.000000
openmp,16,0.015762
threads,16,0.016358
serial,1,0.000000
openmp,16,0.016042
threads,16,0.015583
serial,1,0.000000
openmp,16,0.015858
threads,16,0.017231
serial,1,0.000000
openmp,16,0.013997
threads,16,0.016863
serial,1,0.000000
openmp,32,0.014600
threads,32,0.017896
serial,1,0.000000
openmp,32,0.017265
threads,32,0.017985
serial,1,0.000001
openmp,32,0.017643
threads,32,0.016810
serial,1,0.000000
openmp,32,0.017773
threads,32,0.020807
serial,1,0.000000
openmp,32,0.016834
threads,32,0.015856
serial,1,0.000000
openmp,32,0.017404
threads,32,0.015997
serial,1,0.000000
openmp,64,0.014051
threads,64,0.022201
serial,1,0.000000
openmp,64,0.010541
threads,64,0.015567
serial,1,0.000000
openmp,64,0.013821
threads,64,0.020545
serial,1,0.000000
openmp,64,0.015258
threads,64,0.020453
serial,1,0.000000
openmp,64,0.011668
threads,64,0.013046
serial,1,0.000000
openmp,64,0.015231
threads,64,0.018929
